4	1280	150
4	1260	140
#Platform
5 	50	240	15	15	44	51000	52000	53000	1
5 	50	248	15	7	44	54000	55000	56000	1
5 	50	255	15	7	44	54000	55000	56000	1
5 	50	263	15	7	44	54000	55000	56000	1
5 	50	270	15	7	44	54000	55000	56000	1

5 	710	225	15	15	31	51000	52000	53000	1
5 	710	237	15	7	31	54000	55000	56000	1
5 	710	244	15	7	31	54000	55000	56000	1
5 	710	252	15	7	31	54000	55000	56000	1
5 	710	259	15	7	31	54000	55000	56000	1
5 	710	266	15	7	31	54000	55000	56000	1
5 	710	270	15	4	31	54000	55000	56000	1

5 	1260	250	15	15	25	51000	52000	53000	1
5 	1260	258	15	7	25	54000	55000	56000	1
5 	1260	265	15	7	25	54000	55000	56000	1
5 	1260	263	15	7	25	54000	55000	56000	1
5 	1260	270	15	7	25	54000	55000	56000	1

5 	1675	250	15	15	5	51000	52000	53000	1
5 	1675	258	15	7	5	54000	55000	56000	1
5 	1675	265	15	7	5	54000	55000	56000	1
5 	1675	263	15	7	5	54000	55000	56000	1

5 	1790	250	15	15	45	51000	52000	53000	1
5 	1790	258	15	7	45	54000	55000	56000	1
5 	1790	265	15	7	45	54000	55000	56000	1
5 	1790	263	15	7	45	54000	55000	56000	1

#RETANGLE_COLOR (3 = PINK,	4 = BLUE,	5 = GREEN,	6 = WHITE, 7 =ORANGE)
9	350	150	15	15	3	7	60041	60042	60043	60044	60045	60046	60047	60048	60049
9	320	195	15	15	3	3	60031	60032	60033	60034	60035	60036	60037	60038	60039

9	605	135	15	15	4	8	60061	60062	60063	60064	60065	60066	60067	60068	60069
9	560	165	15	15	4	6	60031	60032	60033	60034	60035	60036	60037	60038	60039
9	500	195	15	15	5	4	60051	60052	60053	60054	60055	60056	60057	60058	60059
9	590	210	15	15	6	2	60051	60052	60053	60054	60055	60056	60057	60058	60059

9	1460	160	15	15	6	7	60041	60042	60043	60044	60045	60046	60047	60048	60049
9	1430	190	15	15	6	5	60031	60032	60033	60034	60035	60036	60037	60038	60039
9	1400	220	15	15	6	2	60051	60052	60053	60054	60055	60056	60057	60058	60059
#Flower
12	445	200
#PIPELINE
10	430	195	60101
10	445	195	60102
10	460	195	60103
10	430	210	60104
10	445	210	60105
10	460	210	60106
10	430	225	60107
10	445	225	60108
10	460	225	60109

10	1930	205	60101
10	1945	205	60102
10	1960	205	60103
10	1930	220	60104
10	1945	220	60105
10	1960	220	60106
10	1930	235	60107
10	1945	235	60108
10	1960	235	60109

## KHÚC GỖ
10	1640	160	60201
10	1655	160	60201

10	1705	235	60201
10	1720	235	60201
10	1735	235	60201
10	1720	220	60201
10	1735	220	60201
10	1735	205	60201

10	1790	205	60201
10	1790	220	60201
10	1805	220	60201
10	1790	235	60201
10	1805	235	60201
10	1820	235	60201

#GOOMBA
2	320	200
2	570	200

#TURTLE
11	622	180	45

# MARIO
0	1540	10
